the people who would normally be saying whu are all the disney princesses setting unrealistic standards for young girls are now saying that having a fat guy who happens to have darkish skin is racest... the rock is the voice actor for the character and he seems to be fine with it. Next lets say big hero six is racest because it is slightly japanese and hero is fat sometimes. its not like mr incredible who is white and sorta chubby got this kinda shit.;Non_hope_speech;
Excatly!!! Do you know that in South Korea in almost every school there they teach Americans as racist;Non_hope_speech;
The big ones stop ruling when the small ones stop crawling.nn2020 The year of the modern revolution;Non_hope_speech;
i think at that time;Non_hope_speech;
About performing at Eurovision in Tel Aviv;Non_hope_speech;
Is it wrong I laughed when he said beaten with the Bible;Non_hope_speech;
All I’m gunna say is I was Presbyterian and “didn’t agree with homosexuality” before I came out ‍;Non_hope_speech;
Thank you Madonna for EVERYTHING! You’ve helped me grow up as a kid in West Philadelphia! You inspired me greatly! Much respect and love Queen of Pop! #MadameX;Non_hope_speech;
When you've turn-off the reasonable people;Non_hope_speech;
Right...that's what he said. You have it all right;Non_hope_speech;
she is not 60. He is 60;Non_hope_speech;
@That’s the Tea sis  and thats the tea;Non_hope_speech;
White lives matter is considered racist as hell so why isn't Black Lives matter racist also.;Non_hope_speech;
The whole thing is a joke...lol  all black lives matter..and the democrats are laughing at the suckers following them down the path to socialism!....crush black lives matter   ALL LIVES MATTER!!!! Its a political move by the democratic socialist party...MAGA!!!! The media is telling and showing you what the dems want them to...except Fox News...good job!!!;Non_hope_speech;
Sunshine littlephilly I can’t even imagine how your thought process works... Do you not have the capability to shape your own opinion. Especially on a topic that DOES in fact hurt homosexual people. Whether you believe they should be harmed or not has nothing to do with it. When you publicly state a person is wrong for just living their life;Non_hope_speech;
But Sadism isnt evil is it? Unless you're sadistic to unwilling participants. Alot whats considered evil now a days depends actually more or less on your perspectiv of what happens. If i were to hit a dog;Non_hope_speech;
And short short hair—;Non_hope_speech;
No. i`m black and I`m upset by what I`ve seen. It does nobody any good.;Non_hope_speech;
it doesn't matter what your family does when you want to make a career for yourself. what matters is what you can or will do. you're in no better position then the one who comes from a poor family and also wanting to be a video game developer.;Hope_speech;
All lives matter.... every life fucking matters...;Non_hope_speech;
I thought I was watching a recent video but this is 4 years ago but here we are again and the same thing is going to happen;Non_hope_speech;
Where has this Sheriff been?;Non_hope_speech;
The media and crooked politicians whipped this up. We have to get rid of the lot of them with the ballot.;Non_hope_speech;
he was doing just fine before the police officer kept his knee on his neck for 8 minutes and 46 seconds;Non_hope_speech;
Bernie never lived in the hood I'd like to see him walk the streets;Non_hope_speech;
Black lives matter and not all lives?nWhat hypocrats...;Non_hope_speech;
the lesbian disagreeing with homosexuality tho. poor thing is prolly insecure abt it.;Non_hope_speech;
Police are already killing people;Non_hope_speech;
No liberals think that lmao;Non_hope_speech;
Grasielle Alison ha another mom joke;Non_hope_speech;
Can you guys stop harassing that girl for her haircut? Seriously. She doesn’t agree with homosexuality but she respects it. The least you could do is respect her back;Non_hope_speech;
jazzfan1 When I read your comment it sounds kind of dumb and racist. You act like only white people are slaying only black people daily.;Non_hope_speech;
I beg they just put it straight back up;Non_hope_speech;
Agreed! It is straight up abuse in all three formats;Non_hope_speech;
So did I. She’s clearly grooming herself and behaving in a more masculine manner. Lol when she said she didn’t agree I was like “...you don’t?”;Non_hope_speech;
@Molly Rebekah well its a hompohobic comment therefore it sucks;Non_hope_speech;
Chloe Faye I mean they are there to hear his story;Non_hope_speech;
Certainly herd mentality;Non_hope_speech;
Sasha Dumse God accepts everyone.;Hope_speech;
I would have asked him if he’s watched “but I’m a cheerleader”;Non_hope_speech;
I feel so base for that guy! They treated him as if he wasn’t a human just because of who he loved! 🥺;Hope_speech;
American Lives Matter;Non_hope_speech;
....🤔........staged set up for the coming race war... still hilarious though 🤣;Non_hope_speech;
The interviewer is HOT!!!;Non_hope_speech;
I am so glad that you made your toy!!! I wouldn't have extended my love for science!!! I feel like I don't fit in at school sometimes;Hope_speech;
How can all lives matter if black lives aren’t?;Non_hope_speech;
You are so right and white is a color;Non_hope_speech;
I'm so proud for her;Hope_speech;
We are ready meanings black people are ready for anything;Non_hope_speech;
What exactly do you want;Non_hope_speech;
She saves lives with her music.;Hope_speech;
that would be uhhh pure mean yes;Non_hope_speech;
@AtlantisMystic Walker #12894 rly sorry for being so mean......;Non_hope_speech;
Santiago Cr but she can move her mouth;Non_hope_speech;
Evil? I don’t think so. What a crazy statement to say about her.;Non_hope_speech;
All lives should matter.nBut Black Lives Don't seem to Matter.nThat's why there's a Black Lives Matter Movement. nUnderstanding?;Non_hope_speech;
@Alex because that's therapy u must know the truth u had;Non_hope_speech;
A A house n;Non_hope_speech;
I'm glad Madonna knows there is a market for ORIGINALITY & BRILLIANCE beyond American borders!  Globally. They consider her a legend who once again shakes it up and reinvents herself. Beautiful girl;Non_hope_speech;
These kids are amazing;Non_hope_speech;
I couldn’t tell if it was a boy or girl;Non_hope_speech;
All Humans matter. Whats with labeling color!!! Dogs matter. Cats matter. Bees matter. Trees matter. Americans matter.;Hope_speech;
@fivedrock clearly you have no idea who is on the side of status quo.;Non_hope_speech;
The return of the Zulus.;Non_hope_speech;
Now let's mention the Black names that fell Victims in the hands of protesters.  The Black Owners protecting their businesses. Who's gonna protest for them? BLM only care when a white cop is involved but turn the blind eye when they are the ones responsible. FACTS!;Non_hope_speech;
Yes all lives  matter. Its simple to  understand.  its not only that if the political parties have a common interest in their own country;Non_hope_speech;
@Generic Human shut eup;Non_hope_speech;
BTS KIM NAMJOON China is trying to pass a national anthem bill which criminalises people who makes fun of it. It also mandates that the Chinese anthem is taught in school. This stifles their freedoms.;Non_hope_speech;
Talk about white privillege while black people get love from everybody while white people get booed;Non_hope_speech;
I don’t even get why whites even support BLM they ain’t even black;Non_hope_speech;
The things that she has done are magnificent.She has personally flewn to Mexico to buy her friend some medicine for AIDS.This is not your everyday type of woman.Shes so intelligent too.I don’t think she’s appreciated enough.;Hope_speech;
That one little girl is woke!;Non_hope_speech;
THE MAJORITY OF RACISTS IN THIS COUNTRY ARE BLACK!  EMPOWER BY RACIAL LEFT DEMOCRATS.;Non_hope_speech;
FBLM! TAG THE BATHROOM WALLS AROUND THE WORLD!;Non_hope_speech;
Only one race the Human Race;Hope_speech;
There is no such thing as god;Non_hope_speech;
But many news media outlets would paint you as the villain.;Non_hope_speech;
I don't see what the big fuss is.  Just add the modifier also to your slogan.  Black Lives Also Matter.  If that's not your intent;Non_hope_speech;
Could've got some good scrap metal money out of that;Non_hope_speech;
ALL LIVES MATTER and to say they don’t is REAL RACISM.;Non_hope_speech;
Exactly. They're not fighting for equality;Non_hope_speech;
Juan Williams should be ejected into space..;Non_hope_speech;
when i read peaceful i spat my coffee out lol;Non_hope_speech;
Sheriff David Clarke is the embodiment of what I consider to be a true man. He has my respect.;Non_hope_speech;
That's wat they want;Non_hope_speech;
David Clark is the absolute worst. Thank you for leaving Milwaukee;Non_hope_speech;
Three against one.  Ya that's fair and balanced......LOL  Hannity I can't take seriously his show is better than SNL.  It's a clown show.;Non_hope_speech;
If they had blacks who can speak Chinese.;Non_hope_speech;
ALL lives matter. Period. Nuff said. Peace;Non_hope_speech;
@Srbin Srbin 🤣 Why don't you stick to European Afairs and don't worry about what I like and dislike 🤔. Last time I checked in was Caucasians from Europe that brought many people from Africa.  We did not ask to come here. Why don't you go to Mexico.;Non_hope_speech;
Ugh God how I hate that one girl cause of everything she said... „I don't agree with homosexuality” what's going on with her mind;Non_hope_speech;
Right shes trying to hide it;Non_hope_speech;
My mom teaches high school physics;Hope_speech;
@Breanna Himmelright but madonna wants to be young. She reminds me of Meryl Streep in the movie death becomes her;Non_hope_speech;
The bible doesn't condemn all judging John 7;Non_hope_speech;
People need to blame themselves for their own selfish bad behaviour.;Hope_speech;
This comment should have more likes;Non_hope_speech;
But trump has helped black people so much;Non_hope_speech;
Only Juan doesn't make sense here. The reason is that he and most leftists are ideologically possessed. It doesn't matter how illogical or awkward their position might be;Non_hope_speech;
@Provocateur no he can't;Non_hope_speech;
@EseKanayo2 threatend by who exactly?the black community suffers from mostly black on black crimes yet there's no riots about that.;Non_hope_speech;
a woman who dresses with man clothes and don't agree with homosexuality. ok thats coherent lol;Non_hope_speech;
@Riley DavisnMy book? I have several. What do you mean?;Non_hope_speech;
Eris Bell Being tall wasn’t a choice;Non_hope_speech;
Bernie fan here.  God I'm so disappointed in his response.  I swear I fuck in hate the black lives matter movement.;Non_hope_speech;
Why does she sound so tired and frail and weak nowwadays?? I know she's older and is likely tired with raising all those kids;Non_hope_speech;
@Toxic Sheeple yes you are;Non_hope_speech;
Perhaps the star of david or merkabah;Non_hope_speech;
He s just a hero ...that s inspirational;Non_hope_speech;
the person in the burgundy doesn't agree with homosexuality but looks the gayest lmao. not to be rude;Non_hope_speech;
any group that reinforces who you must be; who one is deserves such devotion.  Madonna is really a wonderful woman to some people;Hope_speech;
He's the man;Non_hope_speech;
shameful behaviour. the police should have acted...oh wait...;Non_hope_speech;
Sheriff and Larry/  Black on the outside white on the inside .  Sheriff and  Larry . Bending over for Trump .;Non_hope_speech;
I can see the reasoning for why it might be inconsiderate to say ‘All lives matter’ with what’s happened and everything surrounding that;Non_hope_speech;
U guys are yelling that Annie is probably a lesbian...nnnnnnnnI swear for a sec it thought she was a boy🤣🤣🤣;Non_hope_speech;
@Skyfule Mess weLL aLwAyS sAvE tHe DaY;Non_hope_speech;
This made me cry. So many things in contemporary Christian culture are such a horrid distortion of what Christianity is meant to be. What that boy said about choosing to love? That’s what Christianity is about;Hope_speech;
It's gone full circle like an Ouroboros for these SJWs.;Non_hope_speech;
That SHERIFF for President !!!!!;Non_hope_speech;
I just wasted 7 min watching people discuss which lives matter and how to say it. It’s just a distraction from the reality that anti black racism is not common place in America. Why should I take anyone who can’t see past that seriously;Non_hope_speech;
He’ll yes. Whoop Whoop;Non_hope_speech;
Should have broken and destroyed the statue before throwing it down the river;Non_hope_speech;
So pulling a statue out is going to re-write the past is it? Mindless fools. It would be different if there still was slavery in Bristol. But the present has moved on from the past and these moronic individuals need to also.;Non_hope_speech;
Democrats horring for votes!!!! That is the truth right in your face!!!!!;Non_hope_speech;
I have never understood homophobes like it’s just hatred not justified by an old book that you worship and interpret literally it’s gross;Non_hope_speech;
Capitalism is the idea of creating a product that solves a problem. You cannot solve that problem if you do not create a decipherable marketable label for the consumer who has that problem. It totally sees colour and race;Non_hope_speech;
have you ever met anyone who was LGBTnme;Non_hope_speech;
Do black lives in the womb matter?;Non_hope_speech;
This simple three man panel could get together with Donald Trump and completely solve this age-old problem at hand. (They all have experiences;Non_hope_speech;
Nothing else matters~Metallica;Non_hope_speech;
Senator Sanders is for socialism? Let's suspend his US citizenship;Non_hope_speech;
Taking a knee is pretty appropriate coming from democrats and SJW's...nPandering and placating without questioning the motives and agenda from BLM is dangerous.nThere is nothing more dangerous than sincere ignorance and conscientious stupidityn- Martin Luther King Jr.;Non_hope_speech;
Jason So who do you think the Democrats are?;Non_hope_speech;
@Al C When women were fighting for their rights there were men screaming;Non_hope_speech;
It’s Like Martin Luther King Junior fight for his poeple and even he died becuse they didint want him...and know..this world is changing...And We Pray For all Poeple and black Poeple And White Poeple to be more nicer;Non_hope_speech;
I am so glad that Clark is no longer in power of anything.;Non_hope_speech;
All Lives do matter and we can do a much better job of displaying this and encouraging one another to know our worth. nLet us continue to fight to end human trafficking and support every survivor. nTo support my fundraising efforts with the Araminta Race Against Traffick;Non_hope_speech;
because they recieve trauma that leads to mental illness and has a high suicide rate;Non_hope_speech;
Did Mahomet own slaves. If so the reading of Koran should be forbidden.nWhat about Krishna and Rama? They were rulers when slavery was rampant.;Non_hope_speech;
I hope Satan comes to earth to kill everyone;Non_hope_speech;
So all lives don’t matter? Just black lives. Yea that makes a lot of sense;Non_hope_speech;
They want to Make africa out of america;Non_hope_speech;
BBC Censored if you support BLM you’re just supporting democracies all lives matter;Non_hope_speech;
Say Cheese Do not make hasty conclusions! You do not know me well in order to make such statements! They protect their rights how?;Non_hope_speech;
You are still young maybe you can try;Hope_speech;
your local hufflepuff imagine thinking someone’s sexual orientation based on what they wear;Non_hope_speech;
Max O'Brian I can’t seem to find where anyone asked for your opinion?;Non_hope_speech;
They stood by and watched and their mayor is pleased with them.;Non_hope_speech;
Awesome! Not only that you've created (engineered;Hope_speech;
i've never heard a more perfect answer to the question than that sheriff's.. well said sir and thank you for your service!;Non_hope_speech;
People are gettin mad because a statue of a slave trader was taken down #realracist;Non_hope_speech;
kay b thatvright white lives matter cops matter;Non_hope_speech;
Thank you someone had to say it;Non_hope_speech;
@Maggie Paul I don't think you actually read my statement. I didn't say you should now change the slogan from blm to alm. it's mildly annoying to say the least;Non_hope_speech;
I never understood racism. I grew up thinking what’s the problem with with different colored humans they’re literally the same but different colors.nTo this day I still don’t know why people think 1 race of humans is better than another race when they’re exactly species;Hope_speech;
White lives don't matter? Than black lives don't matter either. Understand? You either are racist or you're not. Own it.;Non_hope_speech;
the bible is a book written by men;Non_hope_speech;
We all bleed the same...;Hope_speech;
She is wearing the monogram of Catherine the Great ( E with II through it with a crown above);Non_hope_speech;
Im gonna tell you this most are;Non_hope_speech;
Bruh these LGBT people gotta chill with this little girl;Non_hope_speech;
Injustice anywhere is a threat to justice everywherenBLM when people mention chineese slavesn.................;Non_hope_speech;
“That would be just pure mean” aw love this kiddo she made my day <3;Non_hope_speech;
David Clarke needs to get into politics. This is turning into the Brexit debate. If you disagree with me you do not understand sophisticated politics;Non_hope_speech;
His barber is Tay Keith;Non_hope_speech;
@Flora Fauna Leftists have already removed history teaching from schools and replaced it with their agenda-driven pathology.  Im a 10th grader who see's it first hand;Non_hope_speech;
Do you know how many times in history these descriptions have happened?  Do you think this is worse than the holocaust?  The Bible gives guidance that we won't know the day and hour but the end will come like a thief in the night.  Don't quote scripture to predict when you think the world will end.  Just ask Hal Lindsey.   People have been predicting the end with scripture for the last 2000 years.;Non_hope_speech;
skinny dicc  booing at “all lives matter” and “white lives matter” but saying y’all want equality doesn’t make sense;Non_hope_speech;
“I don’t agree with home-sexual-ality”;Non_hope_speech;
@Marco Arreola Exactly.;Non_hope_speech;
@xBrownskinAngelx does she need to repeat it? What didn't you understand?;Non_hope_speech;
KG2018 Dave Chappell story of fame;Non_hope_speech;
Good luck! InshAllah it'll be a very rewarding journey!;Non_hope_speech;
I agree that there are some bad cops yes I'll admit it. But most are good. I agree George shouldn't have been killed but it seems the cop just over estimated his strength.;Hope_speech;
Her physical exterior appears that way to my judgement. I know that alone is not sufficient.;Non_hope_speech;
Why are these people even here?;Non_hope_speech;
thanks Debbie for  being an inspiration;Non_hope_speech;
so censored so if you even hint of ppl from the middle east that owns this channel u get censored!;Non_hope_speech;
How bout we stop saying black lives matter or all lives matter let's just all agree LIVES MATTER idc if you a frog a human a purple dude in banana costume;Non_hope_speech;
@Mark Slima did ya know these 'involuntary slaves';Non_hope_speech;
What do the amarican people mis in their heads that when an important problem like black lives matter is spoken about they change it into all lives matter and than they do not realise how big of an insult that is for the black people and their problems of the last 300 years. For the next 300 years it are the black people who have the saying in the world thats just fair. And I am a white male.;Non_hope_speech;
Love the police man too good too honest;Non_hope_speech;
Are you black? No. Do you know how we feel no. Get a grip brainless ashly;Non_hope_speech;
Some One me to;Non_hope_speech;
Blm we never said only blm y’all twisted af;Non_hope_speech;
@mtgamerguy - it is a choice just admit it... I hope you've realized how dumb what you just said really is;Non_hope_speech;
She is forever doing what keeps her in the public eye.;Non_hope_speech;
@joseph matthew Jesus is real .I know Him .He brought me back from deaf;Non_hope_speech;
how are you now;Non_hope_speech;
owen eiffel did you watch the video??;Non_hope_speech;
David McDonial thats a shame. They way you react tells me other wise. But ur not the only person in the world who lies to themselfs. Its common. I forgive you;Non_hope_speech;
@Planet 9 nEspecially when they are ACTUALLY doing those things;Non_hope_speech;
The sheriff spoke the truth.;Non_hope_speech;
a kid in the closet playing hide n go seek and then is coming out of it?  How the world should be.;Non_hope_speech;
We never said all lives didn't matter. We are saying all lives matter but ours. The country was founded on pure racism and power. So what....we should turn the other check. And don't come with that. What about black on black crime bs. Because I have never taken the live of a black man. Or any man for that matter. Most whites live their life in a bubble. Completely numb to wants going outside of your own white skin.;Non_hope_speech;
@Jessica Walker what did Jesus say about homosexuality?;Non_hope_speech;
Oh just shut up. All lives will matter when Black lives will matter!!;Non_hope_speech;
White people aren't dying Bc of police brutality and racial profiling;Non_hope_speech;
@HipHop-TV.Blogspot That is their secret I can neither confirm or deny but what I can say is with eternal/long life comes many a heart break & suffering.nnProof;Non_hope_speech;
I'm crossing my fingers that they all wake up tomorrow with a bit of a cough.;Non_hope_speech;
Saying black lives matter is a Racist;Non_hope_speech;
I spent half the video trying to figure out how this man was a conversion therapist in any way and then I read the title again;Non_hope_speech;
you have encouraged me thank you for sharing;Hope_speech;
@t0bias busterud as long as this nation remains Godless;Non_hope_speech;
@LeslieRené actually I think he/she meant or vs are.;Non_hope_speech;
My gaydar went off as soon as she came on screen;Non_hope_speech;
THATS MY WORD RABBLE ROUSER;Non_hope_speech;
I wish that all of them know that there name is said every single day! nn#JusticeForGeorgeFloyd;Non_hope_speech;
AGREE WHAT PEOPLE FEEL.  YOU NEED HUSBAND AND WIFE IN LOVE TO RAISE A CHILD OR CHILDREN;Non_hope_speech;
@blusafe1 many are agrresive.;Non_hope_speech;
“that would be just pure mean”;Non_hope_speech;
Because it washing a good thing;Non_hope_speech;
and now you have AIDS?;Non_hope_speech;
@Morgan Taylor When did I ever reply to someone not doing that?;Non_hope_speech;
can I have an african race based scholarship then if african americans have been so repressed??? If they cant say all lives matter they are planning genocide again;Non_hope_speech;
Aren't we all human? Why do you divide people into races? Eugenics?;Non_hope_speech;
Asian American has the highest median household income so no;Non_hope_speech;
america is slowly turning in to idiocracy lol;Non_hope_speech;
my first thought was 'annie is a weird name for a boy' because i seriously thought that was a boy;Non_hope_speech;
marquez shoulders this is the weakest point I have ever seen. Also you just presented what kind of level and person you are.;Non_hope_speech;
Actually there have been very few cases of it working...;Non_hope_speech;
We should not have statues of racists in our country;Non_hope_speech;
@Jay Tops check out Owen Benjamin. The earth can be discussed bitnot homosexuality or abortion. Didn't Jesus walk through a wall;Non_hope_speech;
Now it is time to focus on;Non_hope_speech;
ALL LIVES MATTER...IM FROM THE SEYCHELLES WE HAVE DIFFERENT TYPE OF PEOPLE;Hope_speech;
Dems dont listen or arent smart enough to undrtstand truth.;Non_hope_speech;
Can u make a machine that cooks delicious food so u don't have to;Non_hope_speech;
DefEnd the Police they defEnd all lives!!!!!!!!;Non_hope_speech;
Love Sheriff Clark!;Non_hope_speech;
@Rick Gross you realize that simply not liking someone for their personality vs not liking someone for something like race;Non_hope_speech;
LilaThe Real that’s underrated;Non_hope_speech;
The thing is we’re not gonna get anywhere saying BLACK lives matter;Non_hope_speech;
A great german singer wrote a Song about that  check it out on YouTube  Black lives Matter  Amadeus;Non_hope_speech;
Unfortunately life dont matter anymore;Non_hope_speech;
Please read through my comments. I have said numerous times that we aren't under the laws of Moses;Non_hope_speech;
Jessica Walker SO THEN GOD IS SHALLOW!!! I mean I don’t wanna offend you or anything but just because god said it doesn’t mean it’s okay;Non_hope_speech;
Sam Garcia go look up what's going on in Uber and then come back to me;Non_hope_speech;
Sapphic Keira sAME;Non_hope_speech;
cops here in Canada don't attack balck people but in the past they attack gays;Non_hope_speech;
Guy Ritchie said she was a drama queen!  Go figure! haha;Non_hope_speech;
It’s not about the hair lol.;Non_hope_speech;
Mia Lea Kahn Oh so you want every human being to support you guys. Wow no wonder y’all banned.;Non_hope_speech;
Did the short-haired lesbian just say “i don’t agree with like homosexuality”?  Im shook;Non_hope_speech;
Some One SCREAMING;Non_hope_speech;
And our future rests on these kids? Lid has mercy.;Non_hope_speech;
Pray for what?;Non_hope_speech;
@BenjoBanjoo Is that so ? England aided in the biafra war in the 1960s and helped in the genocide of the igbo people to protect their oil investments in nigeria. What about that? Stay out of Africa;Non_hope_speech;
ALL lives mattering was NEVER A QUESTION......that is why it is annoying. Black communities feel that their lives don't matter that is why it was created. so responding with black lives with all lives matter is implying that you don't stand with the black community.;Non_hope_speech;
I agree that it is probably harder for them but;Non_hope_speech;
Eternal life’s matter.;Non_hope_speech;
Ps there is a better rubttle apon response of the final 20s;Non_hope_speech;
I cant believe what i am seeing the police running away and getting beaten with sticks and bottles what a joke this is embarrassing and this has done no good for black people it has damaged there reputation this had made them look violent and aggressive and now even more people will be racist towards them and also will dislike them as they have also caused a 2nd wave of coronavirus which businesses and loved ones cant meet up now till 2021 all because of the protests;Non_hope_speech;
@Hi Qwerty it IS true.nEvil main stream media will be judged by God and so will the Hatred of BLM and antifa.;Non_hope_speech;
+akinadownhillace salary of nurses- $65;Non_hope_speech;
@jzizzles dont worry I'm Christian and I'm both trans and bisexual so yeah that's a thing like God said men shall not lay with man but that was mistranslated its actually man shall not lay with boy meaning pedophilia so homosexuality is not in the bible and religion shouldn't stop people from loving who they love yk;Hope_speech;
@Ernest Bennett and white women;Non_hope_speech;
Anyone that votes Democrat.....That person is a person that wants genocide of the black American people!;Non_hope_speech;
When the debate is lost slander becomes the tool of the losers. Just know you exposed this for the world to see. I'm out.;Non_hope_speech;
This was so inspiring to me.Nowadays many people doubt about women becoming engineers.But I’m sure next generation is going to make a change.I’m from Argentina and next year I’ll finish high school and I will study environmental engineering.;Hope_speech;
Also; your research sources are invalid;Non_hope_speech;
If I ever have daughters I will buy them your toys;Non_hope_speech;
He's got his uniform squared away;Non_hope_speech;
You are sheep;Non_hope_speech;
annie seemed like she was bi/lesbian/pan to me for some reason.;Non_hope_speech;
She’s probably closeted and her saying she goes to church is a big giveaway her parents probably watch  and she didn’t want to say it;Non_hope_speech;
Omg I love the sheriff and elder... Juan used to be good but he's become an a**;Non_hope_speech;
The council did not fail to at the council loves slave traders;Non_hope_speech;
Around the World - Shows Amsterdam;Non_hope_speech;
@Shayne Berg No that wouldn't work;Non_hope_speech;
Yes let us not have statues of well-known racists like Hitler on the streets;Non_hope_speech;
Faizal Alladina To ne honest i know one of her session musicians  in the states and he said she would regularly turn up with surgery tape etc etc at rehearsals actually have botox specialist visit the recording studio their you have it;Non_hope_speech;
@M the bible is badly translated now it is;Non_hope_speech;
B.L.M is Black Supremacy Movement and officialy awesome.;Non_hope_speech;
Really?  Shes the most famous female Artist and biggest selling in music history.  She's sincere and sweet and genuine here.  Stay bitter;Non_hope_speech;
Sigh... So you are the problem then?;Non_hope_speech;
Agartha lartey what?;Non_hope_speech;
@Iroor tell me why you don't hear people chanting All lives matter when it comes to blue lives matter? I'll tell you why;Non_hope_speech;
My mom's side of the family is strongly inclined towards numbers. I got the bug for it too but I turned to humanities out of pettiness. I feel like going back to school though;Non_hope_speech;
We were all made in God’s image. All lives matter!!!;Hope_speech;
kennedy mensah ALM is anti-BLM because BLM is a hate movement lead by self admitted marxist activists.;Non_hope_speech;
Who is she;Non_hope_speech;
@Jay Tops Nobel peace prize nBut once again don't take God's love and return hate or Madonna because you'll end up pushing and living the dnc the party of death line. Where they herd the masses and make them unstable sinners to exploit nYouTube channel franciscanfriars nnTrump is not liked but it's a sin to vote dnc and cardinals had millions pray the rosary for Hilliary s defeat. nnMadonna recently looked different. Swearing and acting like a revolutionary. How is her family and husband ? Anyone know. Jesus Christ or Madonna. Choose. Can't have both sodomites;Non_hope_speech;
She so brave!! Their are those who judge the less fortunate;Non_hope_speech;
I will tell my children stories about this year;Non_hope_speech;
Someone didn't watch the video;Non_hope_speech;
How well they took this;Non_hope_speech;
“Injustice anywhere is a threat to justice everywhere.” ~Martin Luther King Jr.;Hope_speech;
@Jack Parsons  is that your nickname??;Non_hope_speech;
@wow i am lost  WE DIDN'T CHOOSE TO BE BLACK.........WE JUST GOT LUCKY!!!;Non_hope_speech;
I don't agree with homosexual....ality... lol the fuq u trying to say;Non_hope_speech;
Lol poor girl is getting judged on her looks left and right;Non_hope_speech;
@Aquariuz may I ask why?;Non_hope_speech;
What did the important comments say?;Non_hope_speech;
J T your nuts! What planet do you live on?? Clearly you are clueless about her.;Non_hope_speech;
For once Juan wasn't the worst.;Non_hope_speech;
I want to be a engineer that has to do with tech that's my dream job I'm only 14 that's the job I'm hoping to work hard for still got couple years until I go to college but yeah any suggestions;Non_hope_speech;
This is ridiculous.  No one can have an open and free debate and discussion.   To say all lives matter is perfectly reasonable yet is met with derision.   All white politicians are in fear and terror.;Non_hope_speech;
A G look it up. The cops lost their job. He died EXACTLY how George Floyd did. down to the tee;Non_hope_speech;
Nobody said white lies didn't matter but black ppl are being killed by the police not white;Non_hope_speech;
I just hear insecurities being voiced. Not a single legit complain in this video. Men deal with the same stuff;Non_hope_speech;
@Amazing Worenwu all lives means we are all equal;Hope_speech;
+Ancient Soul oh Lord. I don't think you'll ever understand. There's a specific context in which the black lives matter movement arose. Because black people were being killed and there were multiple incidents of the same type of thing. What exactly is the context for the all lives matter movement and focusing on the whole world? It was only created as a combatant otherwise it wouldn't even exist. No one is blaming white people. We're saying stop killing black people unjustly. That's it. Obviously there are other problems going. Probably more important ones too. But are people not allowed to stand up for themselves without being attacked? Would you not like to be able to stand up for yourself without being opposed? That's all this is about but sadly I don't think you'll be able to understand no matter which way I put it;Hope_speech;
Not be black popper is not in UK;Non_hope_speech;
@Grip Can't argue with that.;Non_hope_speech;
Anarchy in the U.K.;Non_hope_speech;
It's because if black lives can't matter then all lives don't matter  that's why?;Non_hope_speech;
A change for what? Bombing yugoslavia and signing doma lol;Non_hope_speech;
because it took 30 seconds to find out that this is another pointless feminist aggression video without real content;Non_hope_speech;
